,Accuracy,Loss
0,0.3614895549500454,777.1856100559235
1,0.41326067211625794,702.590528011322
2,0.41689373297002724,665.6363040208817
3,0.4259763851044505,650.5051290988922
4,0.42415985467756584,636.487201333046
5,0.4332425068119891,630.4881678819656
6,0.444141689373297,622.6083678603172
7,0.4296094459582198,617.8442678451538
8,0.444141689373297,611.1941500902176
9,0.44959128065395093,604.9721633791924
10,0.45231607629427795,601.6319146752357
11,0.45685740236148953,596.0644877552986
12,0.43778383287920075,589.3591520190239
13,0.43869209809264303,583.8010096549988
14,0.4514078110808356,583.7166472673416
15,0.444141689373297,572.7755249738693
16,0.4323342415985468,573.0963338017464
17,0.45231607629427795,565.645236492157
18,0.4368755676657584,555.4630739688873
19,0.4477747502270663,560.5968886613846
20,0.44868301544050865,547.1561684012413
21,0.444141689373297,543.5136470794678
22,0.45685740236148953,542.0630939602852
23,0.43869209809264303,538.5692509412766
24,0.4359673024523161,525.8036222457886
25,0.4396003633060854,528.3098800778389
26,0.42779291553133514,520.1187480688095
27,0.444141689373297,517.4695383906364
28,0.44504995458673935,505.3737282156944
29,0.444141689373297,506.03393667936325
30,0.4259763851044505,495.7631027698517
31,0.4259763851044505,486.73854100704193
32,0.43869209809264303,487.3099140524864
33,0.43142597638510444,473.3663388490677
34,0.4232515894641235,469.2556703090668
35,0.44141689373297005,465.0149917602539
36,0.4359673024523161,462.45845156908035
37,0.43415077202543145,452.41747158765793
38,0.4323342415985468,444.74955639243126
39,0.43415077202543145,439.1774248480797
