,Accuracy,Loss
0,0.38419618528610355,748.7645930051804
1,0.39146230699364215,668.66075527668
2,0.43869209809264303,648.2718317508698
3,0.4477747502270663,629.6485885977745
4,0.4323342415985468,619.5406554937363
5,0.44959128065395093,612.6210635900497
6,0.4677565849227975,595.6040749549866
7,0.44868301544050865,592.8308582901955
8,0.4477747502270663,581.663626730442
9,0.45776566757493187,575.7823620438576
10,0.45685740236148953,562.268805027008
11,0.4604904632152589,552.3972870707512
12,0.444141689373297,544.243920147419
13,0.4359673024523161,534.9526609182358
14,0.46321525885558584,522.3150318861008
15,0.44595821980018163,508.1195993423462
16,0.4514078110808356,502.06129360198975
17,0.45231607629427795,484.2117744088173
18,0.43415077202543145,481.2340452671051
19,0.45231607629427795,467.2493377327919
20,0.44959128065395093,453.2702596485615
21,0.45594913714804725,439.5701149702072
22,0.444141689373297,431.5501422584057
23,0.4332425068119891,419.5676025748253
24,0.4296094459582198,407.59931153059006
25,0.444141689373297,388.30619165301323
26,0.4296094459582198,378.15242236852646
27,0.4187102633969119,367.5297131538391
28,0.4150772025431426,346.44776290655136
29,0.4123524069028156,338.4291155934334
30,0.4141689373297003,324.2503771185875
31,0.40962761126248864,306.6119775623083
32,0.4259763851044505,294.7640936076641
33,0.39509536784741145,289.41973930597305
34,0.405086285195277,283.1676207482815
35,0.3941871026339691,252.96750189363956
36,0.407811080835604,256.84547175467014
37,0.40962761126248864,250.71034207195044
38,0.407811080835604,231.59636482596397
39,0.39509536784741145,212.7197254449129
